"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario de la aplicación gastaging.siigo","El usuario quiere iniciar sesión","SUCCESS","2025-08-23T21:45:25.3965313-05:00[America/Bogota]","0.0","5.69"
